season,injury,from,until,days,games,player,url
2122,Hamstring Injury,2021-11-21,2022-05-21,181,26,Nicolas N'Koulou,/nicolas-nkoulou/profil/spieler/60577
2122,Groin Injury,2021-10-31,2021-11-24,24,3,Grant Hanley,/grant-hanley/profil/spieler/121385
2122,Corona virus,2021-10-06,2021-10-20,14,1,Francisco Trincão,/francisco-trincao/profil/spieler/412669
2122,Bruised Ankle,2022-04-22,2022-05-31,39,6,Max Kilman,/max-kilman/profil/spieler/525247
2122,Cruciate Ligament Rupture,2022-04-02,,67,9,Jakub Moder,/jakub-moder/profil/spieler/384461
2122,Pelvis Injury,2021-11-27,2022-02-04,69,11,Mathias Normann,/mathias-normann/profil/spieler/257805
2122,Unknown Injury,2021-08-16,2021-09-07,22,4,Joe Rodon,/joe-rodon/profil/spieler/297212
2122,Groin Injury,2022-01-22,2022-03-17,54,10,Nathan Tella,/nathan-tella/profil/spieler/340322
2122,Corona virus,2021-12-17,2021-12-27,10,1,Nathan Tella,/nathan-tella/profil/spieler/340322
2122,Unknown Injury,2022-04-28,2022-05-12,14,4,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Corona virus,2022-01-05,2022-01-11,6,2,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Knee Problems,2021-11-24,2021-12-15,21,5,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Corona virus,2021-09-28,2021-10-12,14,2,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Groin Injury,2021-08-28,2021-09-15,18,3,N'Golo Kanté,/ngolo-kante/profil/spieler/225083
2122,Ill,2021-10-22,2021-11-01,10,3,Caoimhin Kelleher,/caoimhin-kelleher/profil/spieler/340918
2122,Hamstring Injury,2022-04-16,2022-05-13,27,6,Keinan Davis,/keinan-davis/profil/spieler/412660
2122,Knee Injury,2021-08-14,2021-09-25,42,8,Keinan Davis,/keinan-davis/profil/spieler/412660
2122,Leg Injury,2021-12-18,2022-02-25,69,10,Willy Boly,/willy-boly/profil/spieler/142310
2122,Unknown Injury,2021-11-30,2021-12-06,6,2,Willy Boly,/willy-boly/profil/spieler/142310
2122,Hamstring Injury,2021-07-25,2021-08-14,20,1,Willy Boly,/willy-boly/profil/spieler/142310
2122,Foot Injury,2022-01-08,2022-04-11,93,16,Cole Palmer,/cole-palmer/profil/spieler/568177
2122,Bruised Foot,2021-08-14,2021-08-18,4,1,Nikola Vlasic,/nikola-vlasic/profil/spieler/293200
2122,Bruise,2021-07-24,2021-07-27,3,1,Nikola Vlasic,/nikola-vlasic/profil/spieler/293200
2122,Unknown Injury,2022-05-01,2022-05-08,7,2,Jorginho,/jorginho/profil/spieler/102017
2122,Calf Injury,2022-04-19,2022-05-20,31,5,Paul Pogba,/paul-pogba/profil/spieler/122153
2122,Hamstring Injury,2021-11-10,2022-02-03,85,14,Paul Pogba,/paul-pogba/profil/spieler/122153
2122,Angina,2022-03-22,2022-04-01,10,,Martin Dubravka,/martin-dubravka/profil/spieler/74960
2122,Foot Injury,2021-07-13,2021-09-20,69,6,Martin Dubravka,/martin-dubravka/profil/spieler/74960
2122,Thigh muscle rupture,2022-03-10,2022-05-23,74,14,Cenk Tosun,/cenk-tosun/profil/spieler/45671
2122,Thigh muscle rupture,2022-03-07,2022-05-27,81,11,Tyler Roberts,/tyler-roberts/profil/spieler/296986
2122,Calf Injury,2021-08-25,2021-09-06,12,1,Christos Tzolis,/christos-tzolis/profil/spieler/451677
2122,Ill,2022-04-10,2022-04-19,9,1,Steven Alzate,/steven-alzate/profil/spieler/476237
2122,Ankle Surgery,2021-09-27,2021-12-14,78,11,Steven Alzate,/steven-alzate/profil/spieler/476237
2122,Ill,2021-12-19,2021-12-27,8,2,Jordan Henderson,/jordan-henderson/profil/spieler/61651
2122,Ankle Injury,2022-03-30,,70,9,Josh Sargent,/josh-sargent/profil/spieler/393325
2122,Unknown Injury,2021-12-03,2021-12-13,10,2,Emerson Royal,/emerson-royal/profil/spieler/476344
2122,Shoulder Injury,2022-04-09,2022-04-25,16,2,Lucas Digne,/lucas-digne/profil/spieler/126664
2122,Hamstring Injury,2022-03-14,2022-03-21,7,1,Lucas Digne,/lucas-digne/profil/spieler/126664
2122,Knee Problems,2022-04-22,2022-05-05,13,2,Maxwel Cornet,/maxwel-cornet/profil/spieler/234781
2122,Corona virus,2022-01-07,2022-01-14,7,2,Kyle Walker-Peters,/kyle-walker-peters/profil/spieler/341051
2122,Groin Injury,2021-12-14,2021-12-31,17,2,Rayan Aït-Nouri,/rayan-ait-nouri/profil/spieler/578391
2122,Head Injury,2021-09-22,2021-10-02,10,3,Rayan Aït-Nouri,/rayan-ait-nouri/profil/spieler/578391
2122,Achilles tendon problems,2022-02-26,2022-03-03,5,2,Andreas Christensen,/andreas-christensen/profil/spieler/196948
2122,Corona virus,2022-01-14,2022-02-01,18,3,Andreas Christensen,/andreas-christensen/profil/spieler/196948
2122,Back Injury,2021-12-29,2022-01-07,9,3,Andreas Christensen,/andreas-christensen/profil/spieler/196948
2122,Calf Injury,2021-11-19,2021-12-22,33,6,Stuart Armstrong,/stuart-armstrong/profil/spieler/130765
2122,Ill,2022-03-12,2022-03-14,2,1,Bruno Fernandes,/bruno-fernandes/profil/spieler/240306
2122,Unknown Injury,2021-09-01,2021-09-28,27,5,Jonas Lössl,/jonas-lossl/profil/spieler/48870
2122,Infection,2021-12-08,2022-01-09,32,4,Connor Roberts,/connor-roberts/profil/spieler/214666
2122,Hamstring Injury,2021-12-05,2022-03-14,99,16,Liam Cooper,/liam-cooper/profil/spieler/75067
2122,Groin Injury,2021-12-05,2021-12-31,26,1,Danny Drinkwater,/danny-drinkwater/profil/spieler/73491
2122,Corona virus,2021-12-15,2021-12-28,13,4,Kai Havertz,/kai-havertz/profil/spieler/309400
2122,Cold,2021-09-03,2021-09-06,3,,Kai Havertz,/kai-havertz/profil/spieler/309400
2122,Ankle Injury,2022-02-03,2022-02-16,13,4,Eric Bailly,/eric-bailly/profil/spieler/286384
2122,Achilles tendon problems,2022-03-02,2022-04-29,58,14,Callum Hudson-Odoi,/callum-hudson-odoi/profil/spieler/392768
2122,Ill,2022-01-31,2022-02-07,7,1,Victor Lindelöf,/victor-lindelof/profil/spieler/184573
2122,Corona virus,2021-12-26,2022-01-05,10,3,Victor Lindelöf,/victor-lindelof/profil/spieler/184573
2122,Heart Condition,2021-12-11,2021-12-21,10,1,Victor Lindelöf,/victor-lindelof/profil/spieler/184573
2122,Knock,2021-11-01,2021-11-04,3,1,Victor Lindelöf,/victor-lindelof/profil/spieler/184573
2122,Shoulder Injury,2021-12-18,2022-02-18,62,7,Charlie Cresswell,/charlie-cresswell/profil/spieler/597659
2122,Ill,2022-03-07,2022-03-12,5,1,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2122,Knock,2022-02-14,2022-03-04,18,2,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2122,Calf Injury,2021-12-28,2022-01-05,8,,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2122,Calf Injury,2022-02-20,2022-04-21,60,9,Takehiro Tomiyasu,/takehiro-tomiyasu/profil/spieler/331560
2122,Hip problems,2022-05-12,2022-05-26,14,3,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Hamstring Injury,2021-11-17,2022-02-05,80,16,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Quarantine,2021-09-09,2021-09-17,8,2,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Knee Injury,2021-08-20,2021-08-25,5,1,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Knee Injury,2021-06-23,2021-07-09,16,,Cristian Romero,/cristian-romero/profil/spieler/355915
2122,Corona virus,2021-07-16,2021-08-01,16,,Karl Darlow,/karl-darlow/profil/spieler/99397
2122,Thigh Problems,2022-04-03,2022-04-23,20,3,Shane Duffy,/shane-duffy/profil/spieler/119269
2122,Ankle Injury,2022-01-14,2022-02-04,21,3,Shane Duffy,/shane-duffy/profil/spieler/119269
2122,Corona virus,2021-12-16,2021-12-28,12,1,Shane Duffy,/shane-duffy/profil/spieler/119269
2122,Ankle Injury,2022-02-14,2022-02-21,7,1,Mason Mount,/mason-mount/profil/spieler/346483
2122,Minor Knock,2021-09-20,2021-09-30,10,3,Mason Mount,/mason-mount/profil/spieler/346483
2122,Sprained Ankle,2022-04-18,2022-04-25,7,1,Kurt Zouma,/kurt-zouma/profil/spieler/157509
2122,Hamstring Injury,2021-12-06,2022-01-17,42,10,Kurt Zouma,/kurt-zouma/profil/spieler/157509
2122,Corona virus,2021-09-04,2021-09-20,16,3,Zack Steffen,/zack-steffen/profil/spieler/221624
2122,Ill,2021-08-15,2021-09-25,41,7,Przemyslaw Placheta,/przemyslaw-placheta/profil/spieler/383109
2122,Cruciate Ligament Rupture,2022-04-25,,44,4,Tino Livramento,/tino-livramento/profil/spieler/503981
2122,Knee Problems,2022-01-06,2022-02-03,28,4,Tino Livramento,/tino-livramento/profil/spieler/503981
2122,Unknown Injury,2022-01-07,2022-02-25,49,11,Taylor Richards,/taylor-richards/profil/spieler/484551
2122,Corona virus,2022-01-01,2022-01-08,7,1,Alisson,/alisson/profil/spieler/105470
2122,Thigh Problems,2022-02-26,2022-03-06,8,3,Thiago,/thiago/profil/spieler/60444
2122,Hip Injury,2021-12-27,2022-02-02,37,7,Thiago,/thiago/profil/spieler/60444
2122,Corona virus,2021-12-19,2021-12-29,10,3,Thiago,/thiago/profil/spieler/60444
2122,Calf Injury,2021-09-18,2021-10-31,43,10,Thiago,/thiago/profil/spieler/60444
2122,Corona virus,2021-11-19,2021-11-27,8,2,Mason Greenwood,/mason-greenwood/profil/spieler/532826
2122,Hamstring Injury,2022-02-05,2022-04-02,56,11,Lyanco,/lyanco/profil/spieler/379807
2122,Corona virus,2021-12-18,2022-01-03,16,2,Lyanco,/lyanco/profil/spieler/379807
2122,Hamstring Injury,2021-12-05,2022-03-14,99,16,Kalvin Phillips,/kalvin-phillips/profil/spieler/351749
2122,Groin Injury,2021-11-18,2022-02-06,80,9,Ashley Barnes,/ashley-barnes/profil/spieler/63200
2122,Ankle Fracture,2021-11-05,2022-03-14,129,20,Kwadwo Baah,/kwadwo-baah/profil/spieler/711247
2122,Cruciate Ligament Rupture,2021-11-08,2022-08-01,266,39,Angelo Ogbonna,/angelo-ogbonna/profil/spieler/48002
2122,Unknown Injury,2022-04-04,,65,10,Thomas Partey,/thomas-partey/profil/spieler/230784
2122,Ankle Injury,2021-08-01,2021-08-29,28,4,Thomas Partey,/thomas-partey/profil/spieler/230784
2122,Unknown Injury,2021-12-02,2021-12-25,23,3,Fraser Forster,/fraser-forster/profil/spieler/52570
2122,Fractured Toe,2021-08-28,2021-12-31,125,16,Dominic Calvert-Lewin,/dominic-calvert-lewin/profil/spieler/306024
2122,Corona virus,2021-12-14,2021-12-25,11,1,Pascal Groß,/pascal-gross/profil/spieler/82873
2122,Knee Injury,2022-02-04,,124,20,Japhet Tanganga,/japhet-tanganga/profil/spieler/346478
2122,Corona virus,2022-03-01,2022-03-12,11,3,Marcos Alonso,/marcos-alonso/profil/spieler/112515
2122,Hamstring Injury,2021-12-12,2022-03-31,109,19,Jonny Evans,/jonny-evans/profil/spieler/42412
2122,Foot Injury,2021-08-01,2021-09-10,40,4,Jonny Evans,/jonny-evans/profil/spieler/42412
2122,Knock,2021-09-11,2021-09-17,6,2,Rhys Williams,/rhys-williams/profil/spieler/503679
2122,Plantar fascia,2022-04-01,2022-04-13,12,2,Michael Olise,/michael-olise/profil/spieler/566723
2122,Adductor problems,2022-03-23,2022-04-01,9,,Fabian Schär,/fabian-schar/profil/spieler/135343
2122,Sideband injury,2022-03-11,2022-04-11,31,4,Junior Firpo,/junior-firpo/profil/spieler/374139
2122,Thigh Muscle Strain,2022-01-16,2022-02-14,29,4,Junior Firpo,/junior-firpo/profil/spieler/374139
2122,Ankle Injury,2021-08-01,,311,43,Tudor Baluta,/tudor-baluta/profil/spieler/433976
2122,Ankle Fracture,2022-04-17,,52,8,Ashley Westwood,/ashley-westwood/profil/spieler/91317
2122,Eye Injury,2021-11-02,2022-01-02,61,14,Curtis Jones,/curtis-jones/profil/spieler/433188
2122,Hamstring Injury,2021-09-27,2021-12-25,89,12,Danny Welbeck,/danny-welbeck/profil/spieler/67063
2122,Hamstring Injury,2021-07-24,2021-08-27,34,3,Danny Welbeck,/danny-welbeck/profil/spieler/67063
2122,Foot Injury,2022-04-17,2022-05-08,21,6,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Muscular problems,2022-02-17,2022-03-10,21,6,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Corona virus,2022-01-01,2022-01-08,7,1,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Hamstring Injury,2021-11-03,2021-12-12,39,9,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Muscle Injury,2021-08-29,2021-09-22,24,4,Roberto Firmino,/roberto-firmino/profil/spieler/131789
2122,Fracture-dislocation of the ankle,2021-09-13,2022-01-31,140,30,Harvey Elliott,/harvey-elliott/profil/spieler/565822
2122,Wirst Injury,2021-11-10,2022-01-24,75,14,Lukas Jensen,/lukas-jensen/profil/spieler/581890
2122,Corona virus,2022-03-19,2022-03-26,7,1,Saman Ghoddos,/saman-ghoddos/profil/spieler/204294
2122,Leg Injury,2021-07-07,2021-08-31,55,4,Mathias Jensen,/mathias-jensen/profil/spieler/319859
2122,Cruciate Ligament Injury,2022-03-20,2022-05-31,72,12,Andros Townsend,/andros-townsend/profil/spieler/61842
2122,Surgery,2022-02-27,2022-03-03,4,2,Trevoh Chalobah,/trevoh-chalobah/profil/spieler/346314
2122,Hamstring Injury,2022-01-03,2022-01-21,18,5,Trevoh Chalobah,/trevoh-chalobah/profil/spieler/346314
2122,Dead Leg,2022-02-25,2022-03-02,5,2,Lucas Moura,/lucas-moura/profil/spieler/77100
2122,Ankle Injury,2021-09-16,2021-09-23,7,3,Lucas Moura,/lucas-moura/profil/spieler/77100
2122,Corona virus,2022-01-01,2022-01-31,30,4,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
2122,Unknown Injury,2021-09-17,2021-10-14,27,5,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
2122,Fitness,2021-07-31,2021-08-08,8,1,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
2122,Hamstring Injury,2022-01-29,,130,,Dan N'Lundulu,/dan-nlundulu/profil/spieler/346482
2122,Hamstring Injury,2021-12-19,2022-02-06,49,6,Hee-chan Hwang,/hee-chan-hwang/profil/spieler/292246
2122,Medial Collateral Ligament Injury,2021-09-27,2021-12-05,69,9,Granit Xhaka,/granit-xhaka/profil/spieler/111455
2122,Calf Injury,2022-04-01,2022-04-30,29,6,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,groin strain,2022-02-11,2022-03-07,24,6,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,tendon irritation,2021-11-04,2021-12-22,48,8,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,Knock,2021-09-09,2021-09-23,14,4,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,Quarantine,2021-08-01,2021-08-15,14,1,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,Hamstring Injury,2022-01-06,2022-02-02,27,4,Heung-min Son,/heung-min-son/profil/spieler/91845
2122,Calf Strain,2021-09-06,2021-09-17,11,2,Heung-min Son,/heung-min-son/profil/spieler/91845
2122,Hamstring Injury,2021-08-22,2021-08-25,3,1,Heung-min Son,/heung-min-son/profil/spieler/91845
2122,Chickenpox,2022-05-12,2022-05-23,11,2,Javier Manquillo,/javier-manquillo/profil/spieler/162029
2122,Hip Injury,2022-05-09,2022-05-20,11,1,Chris Wood,/chris-wood/profil/spieler/108725
2122,Corona virus,2021-10-17,2021-11-01,15,3,Wout Weghorst,/wout-weghorst/profil/spieler/228645
2122,Thigh Problems,2022-02-04,2022-02-15,11,3,Eric Dier,/eric-dier/profil/spieler/175722
2122,Thigh Problems,2022-01-03,2022-01-20,17,4,Eric Dier,/eric-dier/profil/spieler/175722
2122,Hamstring Injury,2021-09-17,2021-10-15,28,4,Seamus Coleman,/seamus-coleman/profil/spieler/68390
2122,Knee Injury,2022-02-26,,102,15,Erik Pieters,/erik-pieters/profil/spieler/43763
2122,Ankle Injury,2022-02-16,2022-02-26,10,3,Diogo Jota,/diogo-jota/profil/spieler/340950
2122,Ill,2022-01-16,2022-01-25,9,3,Ben Woodburn,/ben-woodburn/profil/spieler/344015
2122,Fitness,2021-07-31,2021-08-08,8,1,Aymeric Laporte,/aymeric-laporte/profil/spieler/176553
2122,Corona virus,2022-03-17,2022-03-24,7,1,Raphinha,/raphinha/profil/spieler/411295
2122,Hamstring Injury,2022-02-19,2022-03-31,40,7,Abdul-Rahman Baba,/abdul-rahman-baba/profil/spieler/224884
2122,Medial Collateral Ligament Tear,2022-04-10,2022-07-10,91,7,Matt Doherty,/matt-doherty/profil/spieler/171679
2122,Unknown Injury,2021-10-13,2021-10-26,13,3,Matt Doherty,/matt-doherty/profil/spieler/171679
2122,Knee Surgery,2022-03-10,2022-04-25,46,11,Danny Ward,/danny-ward/profil/spieler/203026
2122,Unknown Injury,2022-03-02,2022-03-09,7,2,Amad Diallo,/amad-diallo/profil/spieler/536835
2122,Thigh Problems,2021-08-28,2021-10-08,41,8,Amad Diallo,/amad-diallo/profil/spieler/536835
2122,Hip Injury,2021-09-13,2021-12-20,98,14,Freddie Woodman,/freddie-woodman/profil/spieler/226049
2122,Ankle Injury,2022-04-17,2022-04-30,13,4,Mateo Kovacic,/mateo-kovacic/profil/spieler/51471
2122,Corona virus,2021-12-03,2021-12-18,15,4,Mateo Kovacic,/mateo-kovacic/profil/spieler/51471
2122,Adductor problems,2021-10-29,2021-12-01,33,7,Mateo Kovacic,/mateo-kovacic/profil/spieler/51471
2122,Knock,2022-06-05,,3,,Tim Krul,/tim-krul/profil/spieler/33027
2122,Knee Injury,2021-09-19,2021-10-14,25,4,Yves Bissouma,/yves-bissouma/profil/spieler/410425
2122,groin strain,2021-11-05,2021-12-20,45,8,Nampalys Mendy,/nampalys-mendy/profil/spieler/111051
2122,groin strain,2021-08-01,2021-09-30,60,10,Nampalys Mendy,/nampalys-mendy/profil/spieler/111051
2122,Pubitis,2022-02-05,,123,20,Oliver Skipp,/oliver-skipp/profil/spieler/406638
2122,Hamstring Injury,2022-03-18,2022-03-31,13,1,Trent Alexander-Arnold,/trent-alexander-arnold/profil/spieler/314353
2122,Corona virus,2022-01-04,2022-01-12,8,1,Trent Alexander-Arnold,/trent-alexander-arnold/profil/spieler/314353
2122,Muscular problems,2021-09-27,2021-10-14,17,2,Trent Alexander-Arnold,/trent-alexander-arnold/profil/spieler/314353
2122,Fitness,2022-04-22,2022-05-20,28,7,Ben Chilwell,/ben-chilwell/profil/spieler/316125
2122,Ruptured cruciate ligament,2021-11-23,2022-04-22,150,36,Ben Chilwell,/ben-chilwell/profil/spieler/316125
2122,Unknown Injury,2022-04-29,,40,5,Jay Rodríguez,/jay-rodriguez/profil/spieler/53360
2122,Thigh Muscle Strain,2022-03-28,2022-03-30,2,,Ben Davies,/ben-davies/profil/spieler/192765
2122,Ill,2021-10-06,2021-10-10,4,,Ben Davies,/ben-davies/profil/spieler/192765
2122,Knee Injury,2022-02-09,2022-08-02,174,17,Adam Idah,/adam-idah/profil/spieler/434223
2122,Calf Problems,2022-05-01,2022-05-25,24,3,Jonjo Shelvey,/jonjo-shelvey/profil/spieler/71292
2122,Muscle Injury,2021-12-17,2021-12-26,9,1,Jonjo Shelvey,/jonjo-shelvey/profil/spieler/71292
2122,Calf Injury,2021-08-15,2021-10-15,61,8,Jonjo Shelvey,/jonjo-shelvey/profil/spieler/71292
2122,Hip Injury,2021-12-01,2022-01-14,44,6,Pascal Struijk,/pascal-struijk/profil/spieler/410708
2122,Corona virus,2021-08-29,2021-09-09,11,1,Mateusz Klich,/mateusz-klich/profil/spieler/92738
2122,Ill,2022-01-14,2022-01-23,9,3,Aaron Wan-Bissaka,/aaron-wan-bissaka/profil/spieler/477758
2122,Hand Injury,2021-11-29,2021-12-04,5,1,Aaron Wan-Bissaka,/aaron-wan-bissaka/profil/spieler/477758
2122,Calf Injury,2021-07-28,2022-01-01,157,20,Paul Dummett,/paul-dummett/profil/spieler/170321
2122,Calf Injury,2021-12-12,2022-01-12,31,4,Richarlison,/richarlison/profil/spieler/378710
2122,Knee Injury,2021-09-13,2021-10-22,39,6,Richarlison,/richarlison/profil/spieler/378710
2122,Ankle Surgery,2021-07-01,2021-08-02,32,,Jarrad Branthwaite,/jarrad-branthwaite/profil/spieler/661053
2122,Knee Injury,2022-03-17,2022-05-30,74,17,Wilfred Ndidi,/wilfred-ndidi/profil/spieler/274839
2122,Hamstring Injury,2022-04-26,2022-05-24,28,4,Jeremy Sarmiento,/jeremy-sarmiento/profil/spieler/568005
2122,Hamstring Injury,2021-12-02,2022-03-10,98,15,Jeremy Sarmiento,/jeremy-sarmiento/profil/spieler/568005
2122,Bronchitis,2022-05-04,2022-05-19,15,1,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2122,Dead Leg,2022-01-13,2022-01-17,4,1,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2122,Shoulder Injury,2021-07-14,2021-10-15,93,10,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2122,Ill,2022-04-19,2022-04-21,2,1,Leandro Trossard,/leandro-trossard/profil/spieler/144028
2122,Hamstring Injury,2021-12-26,2022-01-01,6,2,Leandro Trossard,/leandro-trossard/profil/spieler/144028
2122,Elbow Injury,2021-12-04,2021-12-14,10,1,Leandro Trossard,/leandro-trossard/profil/spieler/144028
2122,Hamstring Injury,2022-03-30,2022-05-23,54,9,Ozan Kabak,/ozan-kabak/profil/spieler/361260
2122,Influenza,2021-11-04,2021-11-29,25,3,Ozan Kabak,/ozan-kabak/profil/spieler/361260
2122,Calf Injury,2021-09-21,2021-12-05,75,10,André Gomes,/andre-gomes/profil/spieler/221025
2122,Corona virus,2021-12-29,2022-01-06,8,2,Nick Pope,/nick-pope/profil/spieler/192080
2122,Problems with the hip flexor,2022-04-09,2022-04-30,21,5,Fred,/fred/profil/spieler/191614
2122,Corona virus,2022-02-07,2022-02-14,7,2,Fred,/fred/profil/spieler/191614
